grid,position,points,year,name_circuits,driverRef,dob,name_constructors,status,regulamento,fastestLapTime,fastestLapSpeed,q1,q2,q3
5,4,12.0,2014,Albert Park Grand Prix Circuit,alonso,1981-07-29,Ferrari,Finished,2014-2016,93186.0,204.867,91699.0,102890.0,104231.0
15,5,10.0,2014,Albert Park Grand Prix Circuit,bottas,1989-08-28,Williams,Finished,2014-2016,92616.0,206.128,91699.0,102890.0,104231.0
7,6,8.0,2014,Albert Park Grand Prix Circuit,hulkenberg,1987-08-19,Force India,Finished,2014-2016,92568.0,206.235,91699.0,102890.0,104231.0
11,7,6.0,2014,Albert Park Grand Prix Circuit,raikkonen,1979-10-17,Ferrari,Finished,2014-2016,93210.0,204.814,91699.0,102890.0,104231.0
6,8,4.0,2014,Albert Park Grand Prix Circuit,vergne,1990-04-25,Toro Rosso,Finished,2014-2016,93691.0,203.763,91699.0,102890.0,104231.0
8,9,2.0,2014,Albert Park Grand Prix Circuit,kvyat,1994-04-26,Toro Rosso,Finished,2014-2016,93864.0,203.387,91699.0,102890.0,104231.0
16,10,1.0,2014,Albert Park Grand Prix Circuit,perez,1990-01-26,Force India,Finished,2014-2016,92634.0,206.088,91699.0,102890.0,104231.0
13,11,0.0,2014,Albert Park Grand Prix Circuit,sutil,1983-01-11,Sauber,+1 Lap,2014-2016,93366.0,204.472,91699.0,102890.0,104231.0
20,12,0.0,2014,Albert Park Grand Prix Circuit,gutierrez,1991-08-05,Sauber,+1 Lap,2014-2016,94564.0,201.882,91699.0,102890.0,104231.0
17,13,0.0,2014,Albert Park Grand Prix Circuit,chilton,1991-04-21,Marussia,+2 Laps,2014-2016,94202.0,202.658,91699.0,102890.0,104231.0
18,-1,0.0,2014,Albert Park Grand Prix Circuit,jules_bianchi,1989-08-03,Marussia,+8 Laps,2014-2016,95635.0,199.621,91699.0,102890.0,104231.0
22,-1,0.0,2014,Albert Park Grand Prix Circuit,grosjean,1986-04-17,Lotus F1,ERS,2014-2016,95281.0,200.363,91699.0,102890.0,104231.0
21,-1,0.0,2014,Albert Park Grand Prix Circuit,maldonado,1985-03-09,Lotus F1,ERS,2014-2016,94766.0,201.451,91699.0,102890.0,104231.0
19,-1,0.0,2014,Albert Park Grand Prix Circuit,ericsson,1990-09-02,Caterham,Oil pressure,2014-2016,97332.0,196.141,91699.0,102890.0,104231.0
12,-1,0.0,2014,Albert Park Grand Prix Circuit,vettel,1987-07-03,Red Bull,Engine,2014-2016,97064.0,196.682,91699.0,102890.0,104231.0
1,-1,0.0,2014,Albert Park Grand Prix Circuit,hamilton,1985-01-07,Mercedes,Engine,2014-2016,109947.0,173.636,91699.0,102890.0,104231.0
9,-1,0.0,2014,Albert Park Grand Prix Circuit,massa,1981-04-25,Williams,Collision,2014-2016,100287.0,190.361,91699.0,102890.0,104231.0
14,-1,0.0,2014,Albert Park Grand Prix Circuit,kobayashi,1986-09-13,Caterham,Collision,2014-2016,0.0,0.0,91699.0,102890.0,104231.0
2,-1,0.0,2014,Albert Park Grand Prix Circuit,ricciardo,1989-07-01,Red Bull,Disqualified,2014-2016,0.0,0.0,91699.0,102890.0,104231.0
1,1,25.0,2014,Sepang International Circuit,hamilton,1985-01-07,Mercedes,Finished,2014-2016,103066.0,193.611,117202.0,119041.0,119431.0
3,2,18.0,2014,Sepang International Circuit,rosberg,1985-06-27,Mercedes,Finished,2014-2016,103960.0,191.946,117202.0,119041.0,119431.0
2,3,15.0,2014,Sepang International Circuit,vettel,1987-07-03,Red Bull,Finished,2014-2016,104289.0,191.341,117202.0,119041.0,119431.0
4,4,12.0,2014,Sepang International Circuit,alonso,1981-07-29,Ferrari,Finished,2014-2016,104165.0,191.569,117202.0,119041.0,119431.0
7,5,10.0,2014,Sepang International Circuit,hulkenberg,1987-08-19,Force India,Finished,2014-2016,105982.0,188.284,117202.0,119041.0,119431.0
10,6,8.0,2014,Sepang International Circuit,button,1980-01-19,McLaren,Finished,2014-2016,106039.0,188.183,117202.0,119041.0,119431.0
13,7,6.0,2014,Sepang International Circuit,massa,1981-04-25,Williams,Finished,2014-2016,104897.0,190.232,117202.0,119041.0,119431.0
18,8,4.0,2014,Sepang International Circuit,bottas,1989-08-28,Williams,Finished,2014-2016,105475.0,189.189,117202.0,119041.0,119431.0
8,9,2.0,2014,Sepang International Circuit,kevin_magnussen,1992-10-05,McLaren,+1 Lap,2014-2016,105373.0,189.372,117202.0,119041.0,119431.0
11,10,1.0,2014,Sepang International Circuit,kvyat,1994-04-26,Toro Rosso,+1 Lap,2014-2016,106695.0,187.026,117202.0,119041.0,119431.0
15,11,0.0,2014,Sepang International Circuit,grosjean,1986-04-17,Lotus F1,+1 Lap,2014-2016,106224.0,187.855,117202.0,119041.0,119431.0
6,12,0.0,2014,Sepang International Circuit,raikkonen,1979-10-17,Ferrari,+1 Lap,2014-2016,105129.0,189.812,117202.0,119041.0,119431.0
20,13,0.0,2014,Sepang International Circuit,kobayashi,1986-09-13,Caterham,+1 Lap,2014-2016,107753.0,185.190,117202.0,119041.0,119431.0
22,14,0.0,2014,Sepang International Circuit,ericsson,1990-09-02,Caterham,+2 Laps,2014-2016,107500.0,185.626,117202.0,119041.0,119431.0
21,15,0.0,2014,Sepang International Circuit,chilton,1991-04-21,Marussia,+2 Laps,2014-2016,108249.0,184.341,117202.0,119041.0,119431.0
5,-1,0.0,2014,Sepang International Circuit,ricciardo,1989-07-01,Red Bull,Technical,2014-2016,104675.0,190.635,117202.0,119041.0,119431.0
12,-1,0.0,2014,Sepang International Circuit,gutierrez,1991-08-05,Sauber,Gearbox,2014-2016,107782.0,185.140,117202.0,119041.0,119431.0
17,-1,0.0,2014,Sepang International Circuit,sutil,1983-01-11,Sauber,Electrical,2014-2016,108040.0,184.698,117202.0,119041.0,119431.0
9,-1,0.0,2014,Sepang International Circuit,vergne,1990-04-25,Toro Rosso,Power Unit,2014-2016,108527.0,183.869,117202.0,119041.0,119431.0
19,-1,0.0,2014,Sepang International Circuit,jules_bianchi,1989-08-03,Marussia,Brakes,2014-2016,111473.0,179.010,117202.0,119041.0,119431.0
16,-1,0.0,2014,Sepang International Circuit,maldonado,1985-03-09,Lotus F1,Engine,2014-2016,110929.0,179.888,117202.0,119041.0,119431.0
14,-1,0.0,2014,Sepang International Circuit,perez,1990-01-26,Force India,Withdrew,2014-2016,0.0,0.0,117202.0,119041.0,119431.0
2,1,25.0,2014,Bahrain International Circuit,hamilton,1985-01-07,Mercedes,Finished,2014-2016,97108.0,200.634,95439.0,93708.0,93185.0
1,2,18.0,2014,Bahrain International Circuit,rosberg,1985-06-27,Mercedes,Finished,2014-2016,97020.0,200.816,95439.0,93708.0,93185.0
4,3,15.0,2014,Bahrain International Circuit,perez,1990-01-26,Force India,Finished,2014-2016,99320.0,196.165,95439.0,93708.0,93185.0
13,4,12.0,2014,Bahrain International Circuit,ricciardo,1989-07-01,Red Bull,Finished,2014-2016,99269.0,196.266,95439.0,93708.0,93185.0
11,5,10.0,2014,Bahrain International Circuit,hulkenberg,1987-08-19,Force India,Finished,2014-2016,98785.0,197.228,95439.0,93708.0,93185.0
10,6,8.0,2014,Bahrain International Circuit,vettel,1987-07-03,Red Bull,Finished,2014-2016,99312.0,196.181,95439.0,93708.0,93185.0
7,7,6.0,2014,Bahrain International Circuit,massa,1981-04-25,Williams,Finished,2014-2016,99272.0,196.260,95439.0,93708.0,93185.0
3,8,4.0,2014,Bahrain International Circuit,bottas,1989-08-28,Williams,Finished,2014-2016,99762.0,195.296,95439.0,93708.0,93185.0
9,9,2.0,2014,Bahrain International Circuit,alonso,1981-07-29,Ferrari,Finished,2014-2016,99732.0,195.355,95439.0,93708.0,93185.0
5,10,1.0,2014,Bahrain International Circuit,raikkonen,1979-10-17,Ferrari,Finished,2014-2016,99438.0,195.933,95439.0,93708.0,93185.0
12,11,0.0,2014,Bahrain International Circuit,kvyat,1994-04-26,Toro Rosso,Finished,2014-2016,100160.0,194.520,95439.0,93708.0,93185.0
16,12,0.0,2014,Bahrain International Circuit,grosjean,1986-04-17,Lotus F1,Finished,2014-2016,99443.0,195.923,95439.0,93708.0,93185.0
21,13,0.0,2014,Bahrain International Circuit,chilton,1991-04-21,Marussia,Finished,2014-2016,101825.0,191.340,95439.0,93708.0,93185.0
17,14,0.0,2014,Bahrain International Circuit,maldonado,1985-03-09,Lotus F1,Finished,2014-2016,99666.0,195.484,95439.0,93708.0,93185.0
18,15,0.0,2014,Bahrain International Circuit,kobayashi,1986-09-13,Caterham,Finished,2014-2016,101246.0,192.434,95439.0,93708.0,93185.0
19,16,0.0,2014,Bahrain International Circuit,jules_bianchi,1989-08-03,Marussia,+1 Lap,2014-2016,102175.0,190.684,95439.0,93708.0,93185.0
6,17,0.0,2014,Bahrain International Circuit,button,1980-01-19,McLaren,Clutch,2014-2016,99565.0,195.683,95439.0,93708.0,93185.0
8,-1,0.0,2014,Bahrain International Circuit,kevin_magnussen,1992-10-05,McLaren,Clutch,2014-2016,100108.0,194.621,95439.0,93708.0,93185.0
15,-1,0.0,2014,Bahrain International Circuit,gutierrez,1991-08-05,Sauber,Collision,2014-2016,100698.0,193.481,95439.0,93708.0,93185.0
20,-1,0.0,2014,Bahrain International Circuit,ericsson,1990-09-02,Caterham,Retired,2014-2016,101134.0,192.647,95439.0,93708.0,93185.0
14,-1,0.0,2014,Bahrain International Circuit,vergne,1990-04-25,Toro Rosso,Retired,2014-2016,101650.0,191.669,95439.0,93708.0,93185.0
22,-1,0.0,2014,Bahrain International Circuit,sutil,1983-01-11,Sauber,Collision,2014-2016,101791.0,191.403,95439.0,93708.0,93185.0
1,1,25.0,2014,Shanghai International Circuit,hamilton,1985-01-07,Mercedes,Finished,2014-2016,101196.0,193.916,115516.0,114029.0,113860.0
4,2,18.0,2014,Shanghai International Circuit,rosberg,1985-06-27,Mercedes,Finished,2014-2016,100402.0,195.450,115516.0,114029.0,113860.0
5,3,15.0,2014,Shanghai International Circuit,alonso,1981-07-29,Ferrari,Finished,2014-2016,102081.0,192.235,115516.0,114029.0,113860.0
2,4,12.0,2014,Shanghai International Circuit,ricciardo,1989-07-01,Red Bull,Finished,2014-2016,101473.0,193.387,115516.0,114029.0,113860.0
3,5,10.0,2014,Shanghai International Circuit,vettel,1987-07-03,Red Bull,Finished,2014-2016,102169.0,192.070,115516.0,114029.0,113860.0
8,6,8.0,2014,Shanghai International Circuit,hulkenberg,1987-08-19,Force India,Finished,2014-2016,102624.0,191.218,115516.0,114029.0,113860.0
7,7,6.0,2014,Shanghai International Circuit,bottas,1989-08-28,Williams,Finished,2014-2016,102660.0,191.151,115516.0,114029.0,113860.0
11,8,4.0,2014,Shanghai International Circuit,raikkonen,1979-10-17,Ferrari,Finished,2014-2016,102300.0,191.824,115516.0,114029.0,113860.0
16,9,2.0,2014,Shanghai International Circuit,perez,1990-01-26,Force India,Finished,2014-2016,102228.0,191.959,115516.0,114029.0,113860.0
13,10,1.0,2014,Shanghai International Circuit,kvyat,1994-04-26,Toro Rosso,+1 Lap,2014-2016,103337.0,189.899,115516.0,114029.0,113860.0
12,11,0.0,2014,Shanghai International Circuit,button,1980-01-19,McLaren,+1 Lap,2014-2016,103375.0,189.829,115516.0,114029.0,113860.0
9,12,0.0,2014,Shanghai International Circuit,vergne,1990-04-25,Toro Rosso,+1 Lap,2014-2016,102896.0,190.712,115516.0,114029.0,113860.0
15,13,0.0,2014,Shanghai International Circuit,kevin_magnussen,1992-10-05,McLaren,+1 Lap,2014-2016,102701.0,191.075,115516.0,114029.0,113860.0
22,14,0.0,2014,Shanghai International Circuit,maldonado,1985-03-09,Lotus F1,+1 Lap,2014-2016,103067.0,190.396,115516.0,114029.0,113860.0
6,15,0.0,2014,Shanghai International Circuit,massa,1981-04-25,Williams,+1 Lap,2014-2016,102379.0,191.676,115516.0,114029.0,113860.0
17,16,0.0,2014,Shanghai International Circuit,gutierrez,1991-08-05,Sauber,+1 Lap,2014-2016,102257.0,191.904,115516.0,114029.0,113860.0
19,17,0.0,2014,Shanghai International Circuit,jules_bianchi,1989-08-03,Marussia,+1 Lap,2014-2016,104825.0,187.203,115516.0,114029.0,113860.0
18,18,0.0,2014,Shanghai International Circuit,kobayashi,1986-09-13,Caterham,+1 Lap,2014-2016,103323.0,189.924,115516.0,114029.0,113860.0
21,19,0.0,2014,Shanghai International Circuit,chilton,1991-04-21,Marussia,+2 Laps,2014-2016,102875.0,190.751,115516.0,114029.0,113860.0
20,20,0.0,2014,Shanghai International Circuit,ericsson,1990-09-02,Caterham,+2 Laps,2014-2016,103620.0,189.380,115516.0,114029.0,113860.0
10,-1,0.0,2014,Shanghai International Circuit,grosjean,1986-04-17,Lotus F1,Gearbox,2014-2016,104366.0,188.026,115516.0,114029.0,113860.0
14,-1,0.0,2014,Shanghai International Circuit,sutil,1983-01-11,Sauber,Engine,2014-2016,118376.0,165.773,115516.0,114029.0,113860.0
1,1,25.0,2014,Circuit de Barcelona-Catalunya,hamilton,1985-01-07,Mercedes,Finished,2014-2016,89483.0,187.275,87238.0,86210.0,85232.0
2,2,18.0,2014,Circuit de Barcelona-Catalunya,rosberg,1985-06-27,Mercedes,Finished,2014-2016,89236.0,187.794,87238.0,86210.0,85232.0
3,3,15.0,2014,Circuit de Barcelona-Catalunya,ricciardo,1989-07-01,Red Bull,Finished,2014-2016,90012.0,186.175,87238.0,86210.0,85232.0
15,4,12.0,2014,Circuit de Barcelona-Catalunya,vettel,1987-07-03,Red Bull,Finished,2014-2016,88918.0,188.465,87238.0,86210.0,85232.0
4,5,10.0,2014,Circuit de Barcelona-Catalunya,bottas,1989-08-28,Williams,Finished,2014-2016,90424.0,185.326,87238.0,86210.0,85232.0
7,6,8.0,2014,Circuit de Barcelona-Catalunya,alonso,1981-07-29,Ferrari,Finished,2014-2016,89898.0,186.411,87238.0,86210.0,85232.0
6,7,6.0,2014,Circuit de Barcelona-Catalunya,raikkonen,1979-10-17,Ferrari,+1 Lap,2014-2016,90580.0,185.007,87238.0,86210.0,85232.0
5,8,4.0,2014,Circuit de Barcelona-Catalunya,grosjean,1986-04-17,Lotus F1,+1 Lap,2014-2016,91068.0,184.016,87238.0,86210.0,85232.0
11,9,2.0,2014,Circuit de Barcelona-Catalunya,perez,1990-01-26,Force India,+1 Lap,2014-2016,90756.0,184.648,87238.0,86210.0,85232.0
10,10,1.0,2014,Circuit de Barcelona-Catalunya,hulkenberg,1987-08-19,Force India,+1 Lap,2014-2016,91411.0,183.325,87238.0,86210.0,85232.0
8,11,0.0,2014,Circuit de Barcelona-Catalunya,button,1980-01-19,McLaren,+1 Lap,2014-2016,90563.0,185.042,87238.0,86210.0,85232.0
14,12,0.0,2014,Circuit de Barcelona-Catalunya,kevin_magnussen,1992-10-05,McLaren,+1 Lap,2014-2016,90318.0,185.544,87238.0,86210.0,85232.0
9,13,0.0,2014,Circuit de Barcelona-Catalunya,massa,1981-04-25,Williams,+1 Lap,2014-2016,90468.0,185.236,87238.0,86210.0,85232.0
12,14,0.0,2014,Circuit de Barcelona-Catalunya,kvyat,1994-04-26,Toro Rosso,+1 Lap,2014-2016,90269.0,185.645,87238.0,86210.0,85232.0
22,15,0.0,2014,Circuit de Barcelona-Catalunya,maldonado,1985-03-09,Lotus F1,+1 Lap,2014-2016,91235.0,183.679,87238.0,86210.0,85232.0
13,16,0.0,2014,Circuit de Barcelona-Catalunya,gutierrez,1991-08-05,Sauber,+1 Lap,2014-2016,90666.0,184.832,87238.0,86210.0,85232.0
16,17,0.0,2014,Circuit de Barcelona-Catalunya,sutil,1983-01-11,Sauber,+1 Lap,2014-2016,91473.0,183.201,87238.0,86210.0,85232.0
18,18,0.0,2014,Circuit de Barcelona-Catalunya,jules_bianchi,1989-08-03,Marussia,+2 Laps,2014-2016,91784.0,182.580,87238.0,86210.0,85232.0
17,19,0.0,2014,Circuit de Barcelona-Catalunya,chilton,1991-04-21,Marussia,+2 Laps,2014-2016,91767.0,182.614,87238.0,86210.0,85232.0
19,20,0.0,2014,Circuit de Barcelona-Catalunya,ericsson,1990-09-02,Caterham,+2 Laps,2014-2016,93350.0,179.517,87238.0,86210.0,85232.0
20,-1,0.0,2014,Circuit de Barcelona-Catalunya,kobayashi,1986-09-13,Caterham,Brakes,2014-2016,93064.0,180.069,87238.0,86210.0,85232.0
21,-1,0.0,2014,Circuit de Barcelona-Catalunya,vergne,1990-04-25,Toro Rosso,Exhaust,2014-2016,91781.0,182.586,87238.0,86210.0,85232.0
1,1,25.0,2014,Circuit de Monaco,rosberg,1985-06-27,Mercedes,Finished,2014-2016,79425.0,151.388,77678.0,76465.0,75989.0
2,2,18.0,2014,Circuit de Monaco,hamilton,1985-01-07,Mercedes,Finished,2014-2016,79361.0,151.510,77678.0,76465.0,75989.0
3,3,15.0,2014,Circuit de Monaco,ricciardo,1989-07-01,Red Bull,Finished,2014-2016,79252.0,151.718,77678.0,76465.0,75989.0
5,4,12.0,2014,Circuit de Monaco,alonso,1981-07-29,Ferrari,Finished,2014-2016,79727.0,150.814,77678.0,76465.0,75989.0
11,5,10.0,2014,Circuit de Monaco,hulkenberg,1987-08-19,Force India,+1 Lap,2014-2016,80767.0,148.872,77678.0,76465.0,75989.0
12,6,8.0,2014,Circuit de Monaco,button,1980-01-19,McLaren,+1 Lap,2014-2016,81047.0,148.358,77678.0,76465.0,75989.0
16,7,6.0,2014,Circuit de Monaco,massa,1981-04-25,Williams,+1 Lap,2014-2016,80314.0,149.712,77678.0,76465.0,75989.0
14,8,4.0,2014,Circuit de Monaco,grosjean,1986-04-17,Lotus F1,+1 Lap,2014-2016,80979.0,148.482,77678.0,76465.0,75989.0
21,9,2.0,2014,Circuit de Monaco,jules_bianchi,1989-08-03,Marussia,+1 Lap,2014-2016,81254.0,147.980,77678.0,76465.0,75989.0
8,10,1.0,2014,Circuit de Monaco,kevin_magnussen,1992-10-05,McLaren,+1 Lap,2014-2016,80657.0,149.075,77678.0,76465.0,75989.0
22,11,0.0,2014,Circuit de Monaco,ericsson,1990-09-02,Caterham,+1 Lap,2014-2016,80911.0,148.607,77678.0,76465.0,75989.0
6,12,0.0,2014,Circuit de Monaco,raikkonen,1979-10-17,Ferrari,+1 Lap,2014-2016,78479.0,153.212,77678.0,76465.0,75989.0
20,13,0.0,2014,Circuit de Monaco,kobayashi,1986-09-13,Caterham,+2 Laps,2014-2016,82425.0,145.878,77678.0,76465.0,75989.0
19,14,0.0,2014,Circuit de Monaco,chilton,1991-04-21,Marussia,+3 Laps,2014-2016,80579.0,149.220,77678.0,76465.0,75989.0
17,-1,0.0,2014,Circuit de Monaco,gutierrez,1991-08-05,Sauber,Accident,2014-2016,81146.0,148.177,77678.0,76465.0,75989.0
13,-1,0.0,2014,Circuit de Monaco,bottas,1989-08-28,Williams,Engine,2014-2016,81105.0,148.252,77678.0,76465.0,75989.0
7,-1,0.0,2014,Circuit de Monaco,vergne,1990-04-25,Toro Rosso,Engine,2014-2016,81083.0,148.292,77678.0,76465.0,75989.0
18,-1,0.0,2014,Circuit de Monaco,sutil,1983-01-11,Sauber,Accident,2014-2016,81761.0,147.062,77678.0,76465.0,75989.0
9,-1,0.0,2014,Circuit de Monaco,kvyat,1994-04-26,Toro Rosso,Mechanical,2014-2016,82011.0,146.614,77678.0,76465.0,75989.0
4,-1,0.0,2014,Circuit de Monaco,vettel,1987-07-03,Red Bull,Turbo,2014-2016,119505.0,100.615,77678.0,76465.0,75989.0
10,-1,0.0,2014,Circuit de Monaco,perez,1990-01-26,Force India,Collision,2014-2016,0.0,0.0,77678.0,76465.0,75989.0
15,-1,0.0,2014,Circuit de Monaco,maldonado,1985-03-09,Lotus F1,Withdrew,2014-2016,0.0,0.0,77678.0,76465.0,75989.0
6,1,25.0,2014,Circuit Gilles Villeneuve,ricciardo,1989-07-01,Red Bull,Finished,2014-2016,78640.0,199.638,76471.0,75289.0,74874.0
1,2,18.0,2014,Circuit Gilles Villeneuve,rosberg,1985-06-27,Mercedes,Finished,2014-2016,78881.0,199.028,76471.0,75289.0,74874.0
3,3,15.0,2014,Circuit Gilles Villeneuve,vettel,1987-07-03,Red Bull,Finished,2014-2016,79171.0,198.299,76471.0,75289.0,74874.0
9,4,12.0,2014,Circuit Gilles Villeneuve,button,1980-01-19,McLaren,Finished,2014-2016,78759.0,199.337,76471.0,75289.0,74874.0
11,5,10.0,2014,Circuit Gilles Villeneuve,hulkenberg,1987-08-19,Force India,Finished,2014-2016,78936.0,198.890,76471.0,75289.0,74874.0
7,6,8.0,2014,Circuit Gilles Villeneuve,alonso,1981-07-29,Ferrari,Finished,2014-2016,78614.0,199.704,76471.0,75289.0,74874.0
4,7,6.0,2014,Circuit Gilles Villeneuve,bottas,1989-08-28,Williams,Finished,2014-2016,79321.0,197.924,76471.0,75289.0,74874.0
8,8,4.0,2014,Circuit Gilles Villeneuve,vergne,1990-04-25,Toro Rosso,Finished,2014-2016,79399.0,197.730,76471.0,75289.0,74874.0
12,9,2.0,2014,Circuit Gilles Villeneuve,kevin_magnussen,1992-10-05,McLaren,Finished,2014-2016,78819.0,199.185,76471.0,75289.0,74874.0
10,10,1.0,2014,Circuit Gilles Villeneuve,raikkonen,1979-10-17,Ferrari,Finished,2014-2016,78529.0,199.921,76471.0,75289.0,74874.0
13,11,0.0,2014,Circuit Gilles Villeneuve,perez,1990-01-26,Force India,Collision,2014-2016,79491.0,197.501,76471.0,75289.0,74874.0
5,12,0.0,2014,Circuit Gilles Villeneuve,massa,1981-04-25,Williams,Collision,2014-2016,78504.0,199.984,76471.0,75289.0,74874.0
16,13,0.0,2014,Circuit Gilles Villeneuve,sutil,1983-01-11,Sauber,+1 Lap,2014-2016,80226.0,195.692,76471.0,75289.0,74874.0
22,14,0.0,2014,Circuit Gilles Villeneuve,gutierrez,1991-08-05,Sauber,ERS,2014-2016,80112.0,195.970,76471.0,75289.0,74874.0
14,-1,0.0,2014,Circuit Gilles Villeneuve,grosjean,1986-04-17,Lotus F1,Rear wing,2014-2016,79650.0,197.107,76471.0,75289.0,74874.0
15,-1,0.0,2014,Circuit Gilles Villeneuve,kvyat,1994-04-26,Toro Rosso,Drivetrain,2014-2016,79978.0,196.298,76471.0,75289.0,74874.0
2,-1,0.0,2014,Circuit Gilles Villeneuve,hamilton,1985-01-07,Mercedes,Brakes,2014-2016,78942.0,198.875,76471.0,75289.0,74874.0
21,-1,0.0,2014,Circuit Gilles Villeneuve,kobayashi,1986-09-13,Caterham,Suspension,2014-2016,83130.0,188.856,76471.0,75289.0,74874.0
17,-1,0.0,2014,Circuit Gilles Villeneuve,maldonado,1985-03-09,Lotus F1,Power Unit,2014-2016,81514.0,192.600,76471.0,75289.0,74874.0
20,-1,0.0,2014,Circuit Gilles Villeneuve,ericsson,1990-09-02,Caterham,Turbo,2014-2016,111041.0,141.385,76471.0,75289.0,74874.0
18,-1,0.0,2014,Circuit Gilles Villeneuve,chilton,1991-04-21,Marussia,Collision,2014-2016,0.0,0.0,76471.0,75289.0,74874.0
19,-1,0.0,2014,Circuit Gilles Villeneuve,jules_bianchi,1989-08-03,Marussia,Collision,2014-2016,0.0,0.0,76471.0,75289.0,74874.0
3,1,25.0,2014,Red Bull Ring,rosberg,1985-06-27,Mercedes,Finished,2014-2016,72598.0,214.518,70292.0,69239.0,68759.0
9,2,18.0,2014,Red Bull Ring,hamilton,1985-01-07,Mercedes,Finished,2014-2016,72217.0,215.650,70292.0,69239.0,68759.0
2,3,15.0,2014,Red Bull Ring,bottas,1989-08-28,Williams,Finished,2014-2016,72581.0,214.568,70292.0,69239.0,68759.0
1,4,12.0,2014,Red Bull Ring,massa,1981-04-25,Williams,Finished,2014-2016,72586.0,214.553,70292.0,69239.0,68759.0
4,5,10.0,2014,Red Bull Ring,alonso,1981-07-29,Ferrari,Finished,2014-2016,72595.0,214.527,70292.0,69239.0,68759.0
15,6,8.0,2014,Red Bull Ring,perez,1990-01-26,Force India,Finished,2014-2016,72142.0,215.874,70292.0,69239.0,68759.0
6,7,6.0,2014,Red Bull Ring,kevin_magnussen,1992-10-05,McLaren,Finished,2014-2016,72746.0,214.081,70292.0,69239.0,68759.0
5,8,4.0,2014,Red Bull Ring,ricciardo,1989-07-01,Red Bull,Finished,2014-2016,73060.0,213.161,70292.0,69239.0,68759.0
10,9,2.0,2014,Red Bull Ring,hulkenberg,1987-08-19,Force India,Finished,2014-2016,73156.0,212.882,70292.0,69239.0,68759.0
8,10,1.0,2014,Red Bull Ring,raikkonen,1979-10-17,Ferrari,Finished,2014-2016,72884.0,213.676,70292.0,69239.0,68759.0
11,11,0.0,2014,Red Bull Ring,button,1980-01-19,McLaren,Finished,2014-2016,72858.0,213.752,70292.0,69239.0,68759.0
13,12,0.0,2014,Red Bull Ring,maldonado,1985-03-09,Lotus F1,+1 Lap,2014-2016,73187.0,212.791,70292.0,69239.0,68759.0
16,13,0.0,2014,Red Bull Ring,sutil,1983-01-11,Sauber,+1 Lap,2014-2016,73709.0,211.284,70292.0,69239.0,68759.0
22,14,0.0,2014,Red Bull Ring,grosjean,1986-04-17,Lotus F1,+1 Lap,2014-2016,73953.0,210.587,70292.0,69239.0,68759.0
18,15,0.0,2014,Red Bull Ring,jules_bianchi,1989-08-03,Marussia,+2 Laps,2014-2016,74476.0,209.108,70292.0,69239.0,68759.0
19,16,0.0,2014,Red Bull Ring,kobayashi,1986-09-13,Caterham,+2 Laps,2014-2016,75274.0,206.892,70292.0,69239.0,68759.0
21,17,0.0,2014,Red Bull Ring,chilton,1991-04-21,Marussia,+2 Laps,2014-2016,74847.0,208.072,70292.0,69239.0,68759.0
20,18,0.0,2014,Red Bull Ring,ericsson,1990-09-02,Caterham,+2 Laps,2014-2016,74672.0,208.560,70292.0,69239.0,68759.0
17,19,0.0,2014,Red Bull Ring,gutierrez,1991-08-05,Sauber,+2 Laps,2014-2016,74036.0,210.351,70292.0,69239.0,68759.0
14,-1,0.0,2014,Red Bull Ring,vergne,1990-04-25,Toro Rosso,Brakes,2014-2016,73317.0,212.414,70292.0,69239.0,68759.0
12,-1,0.0,2014,Red Bull Ring,vettel,1987-07-03,Red Bull,Electrical,2014-2016,74254.0,209.734,70292.0,69239.0,68759.0
7,-1,0.0,2014,Red Bull Ring,kvyat,1994-04-26,Toro Rosso,Suspension,2014-2016,74332.0,209.514,70292.0,69239.0,68759.0
6,1,25.0,2014,Silverstone Circuit,hamilton,1985-01-07,Mercedes,Finished,2014-2016,97176.0,218.239,100380.0,95179.0,95766.0
14,2,18.0,2014,Silverstone Circuit,bottas,1989-08-28,Williams,Finished,2014-2016,98264.0,215.822,100380.0,95179.0,95766.0
8,3,15.0,2014,Silverstone Circuit,ricciardo,1989-07-01,Red Bull,Finished,2014-2016,98459.0,215.395,100380.0,95179.0,95766.0
3,4,12.0,2014,Silverstone Circuit,button,1980-01-19,McLaren,Finished,2014-2016,98284.0,215.778,100380.0,95179.0,95766.0
2,5,10.0,2014,Silverstone Circuit,vettel,1987-07-03,Red Bull,Finished,2014-2016,97481.0,217.556,100380.0,95179.0,95766.0
16,6,8.0,2014,Silverstone Circuit,alonso,1981-07-29,Ferrari,Finished,2014-2016,98587.0,215.115,100380.0,95179.0,95766.0
5,7,6.0,2014,Silverstone Circuit,kevin_magnussen,1992-10-05,McLaren,Finished,2014-2016,98677.0,214.919,100380.0,95179.0,95766.0
4,8,4.0,2014,Silverstone Circuit,hulkenberg,1987-08-19,Force India,Finished,2014-2016,98625.0,215.032,100380.0,95179.0,95766.0
9,9,2.0,2014,Silverstone Circuit,kvyat,1994-04-26,Toro Rosso,Finished,2014-2016,98407.0,215.509,100380.0,95179.0,95766.0
10,10,1.0,2014,Silverstone Circuit,vergne,1990-04-25,Toro Rosso,+1 Lap,2014-2016,99261.0,213.654,100380.0,95179.0,95766.0
